"Daily Mean Air Temperature ",,,
,,,
Date,Value,"Time Period","Climate Model"
2000/03/27,5.78,1986-2005,CanESM2
2000/03/28,11.07,1986-2005,CanESM2
2000/03/29,13.48,1986-2005,CanESM2
2000/03/30,15.03,1986-2005,CanESM2
2000/03/31,16.19,1986-2005,CanESM2
2000/04/01,18.17,1986-2005,CanESM2
2000/04/02,18.05,1986-2005,CanESM2
2000/04/03,20.37,1986-2005,CanESM2
2000/04/04,20.56,1986-2005,CanESM2
2000/04/05,21.74,1986-2005,CanESM2
2000/04/06,20.77,1986-2005,CanESM2
2000/04/07,22.61,1986-2005,CanESM2
2000/04/08,12.11,1986-2005,CanESM2
2000/04/09,5.07,1986-2005,CanESM2
2000/04/10,9.41,1986-2005,CanESM2
2000/04/11,12.61,1986-2005,CanESM2
2000/04/12,8.55,1986-2005,CanESM2
2000/04/13,6.41,1986-2005,CanESM2
2000/04/14,6.74,1986-2005,CanESM2
2000/04/15,8.99,1986-2005,CanESM2
2000/04/16,8.7,1986-2005,CanESM2
2000/04/17,6.43,1986-2005,CanESM2
2000/04/18,14.84,1986-2005,CanESM2
2000/04/19,17.64,1986-2005,CanESM2
2000/04/20,13.17,1986-2005,CanESM2
2000/04/21,11.25,1986-2005,CanESM2
2000/04/22,15.11,1986-2005,CanESM2
2000/04/23,17.35,1986-2005,CanESM2
2000/04/24,19.73,1986-2005,CanESM2
2000/04/25,16.69,1986-2005,CanESM2
2000/04/26,13.22,1986-2005,CanESM2
2000/04/27,15.57,1986-2005,CanESM2
2000/04/28,20.38,1986-2005,CanESM2
2000/04/29,18.81,1986-2005,CanESM2
2000/04/30,13.72,1986-2005,CanESM2
2000/05/01,12.14,1986-2005,CanESM2
2000/05/02,14.71,1986-2005,CanESM2
2000/05/03,21.17,1986-2005,CanESM2
2000/05/04,18.75,1986-2005,CanESM2
2000/05/05,18.02,1986-2005,CanESM2
2000/05/06,16.88,1986-2005,CanESM2
2000/05/07,16.77,1986-2005,CanESM2
2000/05/08,12.3,1986-2005,CanESM2
2000/05/09,13.75,1986-2005,CanESM2
2000/05/10,15.2,1986-2005,CanESM2
2000/05/11,16.03,1986-2005,CanESM2
2000/05/12,13.88,1986-2005,CanESM2
2000/05/13,16.47,1986-2005,CanESM2
2000/05/14,22.1,1986-2005,CanESM2
2000/05/15,16.67,1986-2005,CanESM2
2000/05/16,19.77,1986-2005,CanESM2
2000/05/17,25.89,1986-2005,CanESM2
2000/05/18,21.08,1986-2005,CanESM2
2000/05/19,17.98,1986-2005,CanESM2
2000/05/20,19.94,1986-2005,CanESM2
2000/05/21,20.87,1986-2005,CanESM2
2000/05/22,21.7,1986-2005,CanESM2
2000/05/23,19.53,1986-2005,CanESM2
2000/05/24,18.77,1986-2005,CanESM2
2000/05/25,27.47,1986-2005,CanESM2
2000/05/26,22.01,1986-2005,CanESM2
2000/05/27,26.03,1986-2005,CanESM2
2000/05/28,34.71,1986-2005,CanESM2
2000/05/29,29.89,1986-2005,CanESM2
2000/05/30,33.19,1986-2005,CanESM2
2000/05/31,27.65,1986-2005,CanESM2
2000/06/01,29.22,1986-2005,CanESM2
2000/06/02,27.79,1986-2005,CanESM2
2000/06/03,28.71,1986-2005,CanESM2
2000/06/04,37.79,1986-2005,CanESM2
2000/06/05,37.47,1986-2005,CanESM2
2000/06/06,33.55,1986-2005,CanESM2
2000/06/07,31.68,1986-2005,CanESM2
2000/06/08,32.85,1986-2005,CanESM2
2000/06/09,32.31,1986-2005,CanESM2
2000/06/10,32.6,1986-2005,CanESM2
2000/06/11,22.14,1986-2005,CanESM2
2000/06/12,20.08,1986-2005,CanESM2
2000/06/13,23.57,1986-2005,CanESM2
2000/06/14,31.34,1986-2005,CanESM2
2000/06/15,36,1986-2005,CanESM2
2000/06/16,35.48,1986-2005,CanESM2
2000/06/17,35.64,1986-2005,CanESM2
2000/06/18,34.03,1986-2005,CanESM2
2000/06/19,36.71,1986-2005,CanESM2
2000/06/20,35.37,1986-2005,CanESM2
2000/06/21,35.43,1986-2005,CanESM2
2000/06/22,38.49,1986-2005,CanESM2
2000/06/23,35.3,1986-2005,CanESM2
2000/06/24,37.36,1986-2005,CanESM2
2000/06/25,39.84,1986-2005,CanESM2
2000/06/26,37.15,1986-2005,CanESM2
2000/06/27,33.84,1986-2005,CanESM2
2000/06/28,33.03,1986-2005,CanESM2
2000/06/29,33.12,1986-2005,CanESM2
2000/06/30,33.66,1986-2005,CanESM2
2000/07/01,36.82,1986-2005,CanESM2
2000/07/02,32.29,1986-2005,CanESM2
2000/07/03,31.02,1986-2005,CanESM2
2000/07/04,37.17,1986-2005,CanESM2
2000/07/05,37.3,1986-2005,CanESM2
2000/07/06,34.89,1986-2005,CanESM2
2000/07/07,38.87,1986-2005,CanESM2
2000/07/08,44.15,1986-2005,CanESM2
2000/07/09,45.21,1986-2005,CanESM2
2000/07/10,39,1986-2005,CanESM2
2000/07/11,32.29,1986-2005,CanESM2
2000/07/12,34.85,1986-2005,CanESM2
2000/07/13,36.19,1986-2005,CanESM2
2000/07/14,35.58,1986-2005,CanESM2
2000/07/15,33.88,1986-2005,CanESM2
2000/07/16,38.87,1986-2005,CanESM2
2000/07/17,40.71,1986-2005,CanESM2
2000/07/18,33.83,1986-2005,CanESM2
2000/07/19,30.54,1986-2005,CanESM2
2000/07/20,38.06,1986-2005,CanESM2
2000/07/21,43.97,1986-2005,CanESM2
2000/07/22,44.88,1986-2005,CanESM2
2000/07/23,43.61,1986-2005,CanESM2
2000/07/24,40.85,1986-2005,CanESM2
2000/07/25,36.97,1986-2005,CanESM2
2000/07/26,36.53,1986-2005,CanESM2
2000/07/27,36.22,1986-2005,CanESM2
2000/07/28,37.98,1986-2005,CanESM2
2000/07/29,38.77,1986-2005,CanESM2
2000/07/30,37.93,1986-2005,CanESM2
2000/07/31,35.79,1986-2005,CanESM2
2000/08/01,37.01,1986-2005,CanESM2
2000/08/02,37.83,1986-2005,CanESM2
2000/08/03,35.66,1986-2005,CanESM2
2000/08/04,39.47,1986-2005,CanESM2
2000/08/05,31.86,1986-2005,CanESM2
2000/08/06,30.37,1986-2005,CanESM2
2000/08/07,36.1,1986-2005,CanESM2
2000/08/08,38.72,1986-2005,CanESM2
2000/08/09,28.67,1986-2005,CanESM2
2000/08/10,31.24,1986-2005,CanESM2
2000/08/11,37.18,1986-2005,CanESM2
2000/08/12,36.49,1986-2005,CanESM2
2000/08/13,31.96,1986-2005,CanESM2
2000/08/14,32.18,1986-2005,CanESM2
2000/08/15,34.35,1986-2005,CanESM2
2000/08/16,35.92,1986-2005,CanESM2
2000/08/17,38.62,1986-2005,CanESM2
2000/08/18,30.62,1986-2005,CanESM2
2000/08/19,28.92,1986-2005,CanESM2
2000/08/20,35.71,1986-2005,CanESM2
2000/08/21,27.81,1986-2005,CanESM2
2000/08/22,25.1,1986-2005,CanESM2
2000/08/23,23.12,1986-2005,CanESM2
2000/08/24,22.96,1986-2005,CanESM2
2000/08/25,24.07,1986-2005,CanESM2
2000/08/26,32.06,1986-2005,CanESM2
2000/08/27,33.78,1986-2005,CanESM2
2000/08/28,28.98,1986-2005,CanESM2
2000/08/29,29.25,1986-2005,CanESM2
2000/08/30,30.75,1986-2005,CanESM2
2000/08/31,36.65,1986-2005,CanESM2
2000/09/01,26.92,1986-2005,CanESM2
2000/09/02,27.23,1986-2005,CanESM2
2000/09/03,29.41,1986-2005,CanESM2
2000/09/04,26.52,1986-2005,CanESM2
2000/09/05,29.51,1986-2005,CanESM2
2000/09/06,28.39,1986-2005,CanESM2
2000/09/07,24.16,1986-2005,CanESM2
2000/09/08,20.05,1986-2005,CanESM2
2000/09/09,19.72,1986-2005,CanESM2
2000/09/10,25.32,1986-2005,CanESM2
2000/09/11,27.8,1986-2005,CanESM2
2000/09/12,21.1,1986-2005,CanESM2
2000/09/13,20.12,1986-2005,CanESM2
2000/09/14,18.38,1986-2005,CanESM2
2000/09/15,18.1,1986-2005,CanESM2
2000/09/16,25.99,1986-2005,CanESM2
2000/09/17,31.37,1986-2005,CanESM2
2000/09/18,23.37,1986-2005,CanESM2
2000/09/19,20.91,1986-2005,CanESM2
2000/09/20,23.45,1986-2005,CanESM2
2000/09/21,29.72,1986-2005,CanESM2
2000/09/22,30.56,1986-2005,CanESM2
2000/09/23,19.39,1986-2005,CanESM2
2000/09/24,18.68,1986-2005,CanESM2
2000/09/25,20.91,1986-2005,CanESM2
2000/09/26,24.4,1986-2005,CanESM2
2000/09/27,30.8,1986-2005,CanESM2
2000/09/28,32.18,1986-2005,CanESM2
2000/09/29,29.82,1986-2005,CanESM2
2000/09/30,20.28,1986-2005,CanESM2
2000/10/01,15.76,1986-2005,CanESM2
2000/10/02,14.54,1986-2005,CanESM2
2000/10/03,18.21,1986-2005,CanESM2
2000/10/04,19,1986-2005,CanESM2
2000/10/05,10.73,1986-2005,CanESM2
2000/10/06,9.86,1986-2005,CanESM2
2000/10/07,10.02,1986-2005,CanESM2
2000/10/08,16.33,1986-2005,CanESM2
2000/10/09,19.48,1986-2005,CanESM2
2000/10/10,22.22,1986-2005,CanESM2
2000/10/11,25.26,1986-2005,CanESM2
2000/10/12,17.02,1986-2005,CanESM2
2000/10/13,16.76,1986-2005,CanESM2
2000/10/14,22.77,1986-2005,CanESM2
2000/10/15,22.6,1986-2005,CanESM2
2000/10/16,23.03,1986-2005,CanESM2
2000/10/17,19.61,1986-2005,CanESM2
2000/10/18,13.77,1986-2005,CanESM2
2000/10/19,14.39,1986-2005,CanESM2
2000/10/20,19.1,1986-2005,CanESM2
2000/10/21,20.2,1986-2005,CanESM2
2000/10/22,20.88,1986-2005,CanESM2
2000/10/23,14.58,1986-2005,CanESM2
2000/10/24,7.61,1986-2005,CanESM2
2000/10/25,7.03,1986-2005,CanESM2
2000/10/26,11.92,1986-2005,CanESM2
2000/10/27,15.61,1986-2005,CanESM2
2000/10/28,9.41,1986-2005,CanESM2
2000/10/29,11.83,1986-2005,CanESM2
2000/10/30,16.6,1986-2005,CanESM2
2000/10/31,16.11,1986-2005,CanESM2
2000/11/01,17.26,1986-2005,CanESM2
2000/11/02,18.27,1986-2005,CanESM2
2000/11/03,10.61,1986-2005,CanESM2
2000/11/04,14.03,1986-2005,CanESM2
2000/11/05,19.49,1986-2005,CanESM2
2000/11/06,16.12,1986-2005,CanESM2
2000/11/07,9.65,1986-2005,CanESM2
2000/11/08,9.22,1986-2005,CanESM2
2000/11/09,9.29,1986-2005,CanESM2
2000/11/10,11.56,1986-2005,CanESM2
2000/11/11,12.57,1986-2005,CanESM2
2000/11/12,12.96,1986-2005,CanESM2
2000/11/13,8.9,1986-2005,CanESM2
2000/11/14,6.87,1986-2005,CanESM2
2000/11/15,9.18,1986-2005,CanESM2
2000/11/16,11.42,1986-2005,CanESM2
2000/11/17,9.59,1986-2005,CanESM2
2000/11/18,7.64,1986-2005,CanESM2
2000/11/19,9.61,1986-2005,CanESM2
2000/11/20,9.19,1986-2005,CanESM2
2000/11/21,-0.22,1986-2005,CanESM2
2000/11/22,0.64,1986-2005,CanESM2
2000/11/23,3.92,1986-2005,CanESM2
2000/11/24,4.73,1986-2005,CanESM2
2000/11/25,9.27,1986-2005,CanESM2
2000/11/26,6.78,1986-2005,CanESM2
2000/11/27,3.46,1986-2005,CanESM2
2000/11/28,4.34,1986-2005,CanESM2
2000/11/29,4.53,1986-2005,CanESM2
2000/11/30,4.44,1986-2005,CanESM2
2000/12/01,4.13,1986-2005,CanESM2
2000/12/02,5.59,1986-2005,CanESM2
2000/12/03,5.5,1986-2005,CanESM2
2000/12/04,8.03,1986-2005,CanESM2
2000/12/05,8.79,1986-2005,CanESM2
2000/12/06,10.66,1986-2005,CanESM2
2000/12/07,4.95,1986-2005,CanESM2
2000/12/08,9.47,1986-2005,CanESM2
2000/12/09,14.72,1986-2005,CanESM2
2000/12/10,7.95,1986-2005,CanESM2
2000/12/11,2.8,1986-2005,CanESM2
2000/12/12,1.47,1986-2005,CanESM2
2000/12/13,1.96,1986-2005,CanESM2
2000/12/14,3.08,1986-2005,CanESM2
2000/12/15,6.29,1986-2005,CanESM2
2000/12/16,5.5,1986-2005,CanESM2
2000/12/17,3.91,1986-2005,CanESM2
2000/12/18,4.05,1986-2005,CanESM2
2000/12/19,8.22,1986-2005,CanESM2
2000/12/20,5.64,1986-2005,CanESM2
2000/12/21,10.9,1986-2005,CanESM2
2000/12/22,13.16,1986-2005,CanESM2
2000/12/23,8.54,1986-2005,CanESM2
2000/12/24,7.96,1986-2005,CanESM2
2000/12/25,5.66,1986-2005,CanESM2
2000/12/26,7.75,1986-2005,CanESM2
2000/12/27,6.13,1986-2005,CanESM2
2000/12/28,1.74,1986-2005,CanESM2
2000/12/29,-1.74,1986-2005,CanESM2
2000/12/30,-1.27,1986-2005,CanESM2
2000/12/31,0.41,1986-2005,CanESM2
2001/01/01,1.77,1986-2005,CanESM2
2001/01/02,-1.16,1986-2005,CanESM2
2001/01/03,2.48,1986-2005,CanESM2
2001/01/04,4.67,1986-2005,CanESM2
2001/01/05,7.36,1986-2005,CanESM2
2001/01/06,8.06,1986-2005,CanESM2
2001/01/07,0.61,1986-2005,CanESM2
2001/01/08,-1.04,1986-2005,CanESM2
2001/01/09,-5.77,1986-2005,CanESM2
2001/01/10,-5.67,1986-2005,CanESM2
2001/01/11,-4.66,1986-2005,CanESM2
2001/01/12,-0.76,1986-2005,CanESM2
2001/01/13,-2.44,1986-2005,CanESM2
2001/01/14,-2.42,1986-2005,CanESM2
2001/01/15,-5.4,1986-2005,CanESM2
2001/01/16,-8.92,1986-2005,CanESM2
2001/01/17,-10.12,1986-2005,CanESM2
2001/01/18,-8.77,1986-2005,CanESM2
2001/01/19,-5.68,1986-2005,CanESM2
2001/01/20,-9.32,1986-2005,CanESM2
2001/01/21,-2.06,1986-2005,CanESM2
2001/01/22,1.05,1986-2005,CanESM2
2001/01/23,-2.66,1986-2005,CanESM2
2001/01/24,-3.5,1986-2005,CanESM2
2001/01/25,-10.81,1986-2005,CanESM2
2001/01/26,-12.7,1986-2005,CanESM2
2001/01/27,-8.87,1986-2005,CanESM2
2001/01/28,-12.9,1986-2005,CanESM2
2001/01/29,-11.46,1986-2005,CanESM2
2001/01/30,-17.94,1986-2005,CanESM2
2001/01/31,-14.97,1986-2005,CanESM2
2001/02/01,-9.74,1986-2005,CanESM2
2001/02/02,-6.51,1986-2005,CanESM2
2001/02/03,-2.8,1986-2005,CanESM2
2001/02/04,-0.21,1986-2005,CanESM2
2001/02/05,3.28,1986-2005,CanESM2
2001/02/06,3.31,1986-2005,CanESM2
2001/02/07,2.89,1986-2005,CanESM2
2001/02/08,1.97,1986-2005,CanESM2
2001/02/09,2.1,1986-2005,CanESM2
2001/02/10,-5.23,1986-2005,CanESM2
2001/02/11,-10.87,1986-2005,CanESM2
2001/02/12,-6.48,1986-2005,CanESM2
2001/02/13,0.42,1986-2005,CanESM2
2001/02/14,1.45,1986-2005,CanESM2
2001/02/15,0.01,1986-2005,CanESM2
2001/02/16,-4.9,1986-2005,CanESM2
2001/02/17,-7.14,1986-2005,CanESM2
2001/02/18,-2.76,1986-2005,CanESM2
2001/02/19,2.83,1986-2005,CanESM2
2001/02/20,6.45,1986-2005,CanESM2
2001/02/21,9,1986-2005,CanESM2
2001/02/22,5.64,1986-2005,CanESM2
2001/02/23,1.8,1986-2005,CanESM2
2001/02/24,0.33,1986-2005,CanESM2
2001/02/25,7.04,1986-2005,CanESM2
2001/02/26,1.39,1986-2005,CanESM2
2001/02/27,1.06,1986-2005,CanESM2
2001/02/28,3.77,1986-2005,CanESM2
2001/03/01,1.53,1986-2005,CanESM2
2001/03/02,5.99,1986-2005,CanESM2
2001/03/03,1.14,1986-2005,CanESM2
2001/03/04,1,1986-2005,CanESM2
2001/03/05,3.3,1986-2005,CanESM2
2001/03/06,4.42,1986-2005,CanESM2
2001/03/07,-2.42,1986-2005,CanESM2
2001/03/08,0.98,1986-2005,CanESM2
2001/03/09,8.56,1986-2005,CanESM2
2001/03/10,5.9,1986-2005,CanESM2
2001/03/11,0.55,1986-2005,CanESM2
2001/03/12,-0.99,1986-2005,CanESM2
2001/03/13,-1.35,1986-2005,CanESM2
2001/03/14,1.66,1986-2005,CanESM2
2001/03/15,-0.5,1986-2005,CanESM2
2001/03/16,-1.07,1986-2005,CanESM2
2001/03/17,7.81,1986-2005,CanESM2
2001/03/18,3.62,1986-2005,CanESM2
2001/03/19,-1.25,1986-2005,CanESM2
2001/03/20,2.53,1986-2005,CanESM2
2001/03/21,3.15,1986-2005,CanESM2
2001/03/22,5.82,1986-2005,CanESM2
2001/03/23,-2.4,1986-2005,CanESM2
2001/03/24,-6.13,1986-2005,CanESM2
2001/03/25,-2.3,1986-2005,CanESM2
2001/03/26,3.77,1986-2005,CanESM2
2001/03/27,10.44,1986-2005,CanESM2
2001/03/28,1.3,1986-2005,CanESM2
2001/03/29,4.42,1986-2005,CanESM2
2001/03/30,12.58,1986-2005,CanESM2
2001/03/31,8.33,1986-2005,CanESM2
2001/04/01,6.05,1986-2005,CanESM2
2001/04/02,1.36,1986-2005,CanESM2
2001/04/03,2.52,1986-2005,CanESM2
2001/04/04,10.2,1986-2005,CanESM2
2001/04/05,11.81,1986-2005,CanESM2
2001/04/06,9.41,1986-2005,CanESM2
2001/04/07,13.66,1986-2005,CanESM2
2001/04/08,9.33,1986-2005,CanESM2
2001/04/09,10.17,1986-2005,CanESM2
2001/04/10,16.85,1986-2005,CanESM2
2001/04/11,17.47,1986-2005,CanESM2
2001/04/12,15.93,1986-2005,CanESM2
2001/04/13,19.72,1986-2005,CanESM2
2001/04/14,21.51,1986-2005,CanESM2
2001/04/15,20.16,1986-2005,CanESM2
2001/04/16,14.54,1986-2005,CanESM2
2001/04/17,13.11,1986-2005,CanESM2
2001/04/18,10.98,1986-2005,CanESM2
2001/04/19,11.57,1986-2005,CanESM2
2001/04/20,16.6,1986-2005,CanESM2
2001/04/21,16.98,1986-2005,CanESM2
2001/04/22,16.1,1986-2005,CanESM2
2001/04/23,13.59,1986-2005,CanESM2
2001/04/24,14.58,1986-2005,CanESM2
2001/04/25,17.51,1986-2005,CanESM2
2001/04/26,20.24,1986-2005,CanESM2
2001/04/27,23.58,1986-2005,CanESM2
2001/04/28,26.26,1986-2005,CanESM2
2001/04/29,23.33,1986-2005,CanESM2
2001/04/30,28.12,1986-2005,CanESM2
2001/05/01,28.47,1986-2005,CanESM2
2001/05/02,28.11,1986-2005,CanESM2
2001/05/03,30.11,1986-2005,CanESM2
2001/05/04,30.74,1986-2005,CanESM2
2001/05/05,24.87,1986-2005,CanESM2
2001/05/06,27.13,1986-2005,CanESM2
2001/05/07,17.84,1986-2005,CanESM2
2001/05/08,8.2,1986-2005,CanESM2
2001/05/09,13.02,1986-2005,CanESM2
2001/05/10,9.33,1986-2005,CanESM2
2001/05/11,10.73,1986-2005,CanESM2
2001/05/12,10.16,1986-2005,CanESM2
2001/05/13,11.86,1986-2005,CanESM2
2001/05/14,10.59,1986-2005,CanESM2
2001/05/15,9.91,1986-2005,CanESM2
2001/05/16,11.37,1986-2005,CanESM2
2001/05/17,15.94,1986-2005,CanESM2
2001/05/18,19.18,1986-2005,CanESM2
2001/05/19,20.27,1986-2005,CanESM2
2001/05/20,25.75,1986-2005,CanESM2
2001/05/21,26.86,1986-2005,CanESM2
2001/05/22,29.3,1986-2005,CanESM2
2001/05/23,30.85,1986-2005,CanESM2
2001/05/24,30.5,1986-2005,CanESM2
2001/05/25,29.5,1986-2005,CanESM2
2001/05/26,29.08,1986-2005,CanESM2
2001/05/27,30.13,1986-2005,CanESM2
2001/05/28,30.56,1986-2005,CanESM2
2001/05/29,28.23,1986-2005,CanESM2
2001/05/30,29.76,1986-2005,CanESM2
2001/05/31,34.34,1986-2005,CanESM2
2001/06/01,31.59,1986-2005,CanESM2
2001/06/02,32.83,1986-2005,CanESM2
2001/06/03,33.49,1986-2005,CanESM2
2001/06/04,20.8,1986-2005,CanESM2
2001/06/05,22.22,1986-2005,CanESM2
2001/06/06,25.69,1986-2005,CanESM2
2001/06/07,29.01,1986-2005,CanESM2
2001/06/08,30.36,1986-2005,CanESM2
2001/06/09,31.44,1986-2005,CanESM2
2001/06/10,30.12,1986-2005,CanESM2
2001/06/11,27.83,1986-2005,CanESM2
2001/06/12,24.42,1986-2005,CanESM2
2001/06/13,22.45,1986-2005,CanESM2
2001/06/14,21.21,1986-2005,CanESM2
2001/06/15,26.45,1986-2005,CanESM2
2001/06/16,34.78,1986-2005,CanESM2
2001/06/17,37.11,1986-2005,CanESM2
2001/06/18,30.2,1986-2005,CanESM2
2001/06/19,29.34,1986-2005,CanESM2
2001/06/20,38.91,1986-2005,CanESM2
2001/06/21,25.93,1986-2005,CanESM2
2001/06/22,23.99,1986-2005,CanESM2
2001/06/23,33.86,1986-2005,CanESM2
2001/06/24,39.92,1986-2005,CanESM2
2001/06/25,39.79,1986-2005,CanESM2
2001/06/26,33.99,1986-2005,CanESM2
2001/06/27,28.04,1986-2005,CanESM2
2001/06/28,27.23,1986-2005,CanESM2
2001/06/29,30.73,1986-2005,CanESM2
2001/06/30,36.29,1986-2005,CanESM2
2001/07/01,35.47,1986-2005,CanESM2
2001/07/02,39.26,1986-2005,CanESM2
2001/07/03,41.94,1986-2005,CanESM2
2001/07/04,38.72,1986-2005,CanESM2
2001/07/05,32.01,1986-2005,CanESM2
2001/07/06,28.94,1986-2005,CanESM2
2001/07/07,34.18,1986-2005,CanESM2
2001/07/08,35.68,1986-2005,CanESM2
2001/07/09,37.35,1986-2005,CanESM2
2001/07/10,35.39,1986-2005,CanESM2
2001/07/11,31.91,1986-2005,CanESM2
2001/07/12,36.23,1986-2005,CanESM2
2001/07/13,37.18,1986-2005,CanESM2
2001/07/14,31.55,1986-2005,CanESM2
2001/07/15,30.96,1986-2005,CanESM2
2001/07/16,34.6,1986-2005,CanESM2
2001/07/17,35.79,1986-2005,CanESM2
2001/07/18,36.45,1986-2005,CanESM2
2001/07/19,39.89,1986-2005,CanESM2
2001/07/20,40.95,1986-2005,CanESM2
2001/07/21,41.27,1986-2005,CanESM2
2001/07/22,38.55,1986-2005,CanESM2
2001/07/23,32.8,1986-2005,CanESM2
2001/07/24,32.09,1986-2005,CanESM2
2001/07/25,35.7,1986-2005,CanESM2
2001/07/26,40.32,1986-2005,CanESM2
2001/07/27,42.4,1986-2005,CanESM2
2001/07/28,41.31,1986-2005,CanESM2
2001/07/29,41.41,1986-2005,CanESM2
2001/07/30,31.11,1986-2005,CanESM2
2001/07/31,29.99,1986-2005,CanESM2
2001/08/01,31.19,1986-2005,CanESM2
2001/08/02,34.61,1986-2005,CanESM2
2001/08/03,33.56,1986-2005,CanESM2
2001/08/04,36.8,1986-2005,CanESM2
2001/08/05,40.12,1986-2005,CanESM2
2001/08/06,42.46,1986-2005,CanESM2
2001/08/07,37.41,1986-2005,CanESM2
2001/08/08,34.72,1986-2005,CanESM2
2001/08/09,32.21,1986-2005,CanESM2
2001/08/10,37.2,1986-2005,CanESM2
2001/08/11,42.36,1986-2005,CanESM2
2001/08/12,42.41,1986-2005,CanESM2
2001/08/13,36.23,1986-2005,CanESM2
2001/08/14,32.04,1986-2005,CanESM2
2001/08/15,36.73,1986-2005,CanESM2
2001/08/16,42.18,1986-2005,CanESM2
2001/08/17,40.93,1986-2005,CanESM2
2001/08/18,40.22,1986-2005,CanESM2
2001/08/19,33.91,1986-2005,CanESM2
2001/08/20,34.87,1986-2005,CanESM2
2001/08/21,38.63,1986-2005,CanESM2
2001/08/22,36.15,1986-2005,CanESM2
2001/08/23,31.69,1986-2005,CanESM2
2001/08/24,33.13,1986-2005,CanESM2
2001/08/25,29.46,1986-2005,CanESM2
2001/08/26,24.96,1986-2005,CanESM2
2001/08/27,23.71,1986-2005,CanESM2
2001/08/28,24.68,1986-2005,CanESM2
2001/08/29,27.67,1986-2005,CanESM2
2001/08/30,28.19,1986-2005,CanESM2
2001/08/31,30.36,1986-2005,CanESM2
2001/09/01,37.82,1986-2005,CanESM2
2001/09/02,29.25,1986-2005,CanESM2
2001/09/03,30.11,1986-2005,CanESM2
2001/09/04,33.77,1986-2005,CanESM2
2001/09/05,29.43,1986-2005,CanESM2
2001/09/06,24.49,1986-2005,CanESM2
2001/09/07,32.13,1986-2005,CanESM2
2001/09/08,37.37,1986-2005,CanESM2
2001/09/09,29.19,1986-2005,CanESM2
2001/09/10,21.67,1986-2005,CanESM2
2001/09/11,21.18,1986-2005,CanESM2
2001/09/12,24.95,1986-2005,CanESM2
2001/09/13,22.97,1986-2005,CanESM2
2001/09/14,27.53,1986-2005,CanESM2
2001/09/15,28.3,1986-2005,CanESM2
2001/09/16,30,1986-2005,CanESM2
2001/09/17,30.68,1986-2005,CanESM2
2001/09/18,20.25,1986-2005,CanESM2
2001/09/19,20.13,1986-2005,CanESM2
2001/09/20,25.86,1986-2005,CanESM2
2001/09/21,33.29,1986-2005,CanESM2
2001/09/22,27,1986-2005,CanESM2
2001/09/23,27.77,1986-2005,CanESM2
2001/09/24,30.26,1986-2005,CanESM2
2001/09/25,24.35,1986-2005,CanESM2
2001/09/26,16.07,1986-2005,CanESM2
2001/09/27,15.17,1986-2005,CanESM2
2001/09/28,20.24,1986-2005,CanESM2
2001/09/29,22.28,1986-2005,CanESM2
2001/09/30,19.94,1986-2005,CanESM2
2001/10/01,22.82,1986-2005,CanESM2
2001/10/02,21.31,1986-2005,CanESM2
2001/10/03,14.62,1986-2005,CanESM2
2001/10/04,13.48,1986-2005,CanESM2
2001/10/05,19.87,1986-2005,CanESM2
2001/10/06,19.69,1986-2005,CanESM2
2001/10/07,13.09,1986-2005,CanESM2
2001/10/08,12.33,1986-2005,CanESM2
2001/10/09,18.67,1986-2005,CanESM2
2001/10/10,16.34,1986-2005,CanESM2
2001/10/11,14.13,1986-2005,CanESM2
2001/10/12,16.47,1986-2005,CanESM2
2001/10/13,11.69,1986-2005,CanESM2
2001/10/14,11.63,1986-2005,CanESM2
2001/10/15,8.74,1986-2005,CanESM2
2001/10/16,8.4,1986-2005,CanESM2
2001/10/17,15.44,1986-2005,CanESM2
2001/10/18,18.12,1986-2005,CanESM2
2001/10/19,14.8,1986-2005,CanESM2
2001/10/20,7.56,1986-2005,CanESM2
2001/10/21,7.84,1986-2005,CanESM2
2001/10/22,10.44,1986-2005,CanESM2
2001/10/23,13.65,1986-2005,CanESM2
2001/10/24,14.08,1986-2005,CanESM2
2001/10/25,16.52,1986-2005,CanESM2
2001/10/26,16.97,1986-2005,CanESM2
2001/10/27,17.69,1986-2005,CanESM2
2001/10/28,15.56,1986-2005,CanESM2
2001/10/29,13.87,1986-2005,CanESM2
2001/10/30,21.13,1986-2005,CanESM2
2001/10/31,22.14,1986-2005,CanESM2
2001/11/01,20.07,1986-2005,CanESM2
2001/11/02,10.9,1986-2005,CanESM2
2001/11/03,7.08,1986-2005,CanESM2
2001/11/04,9.51,1986-2005,CanESM2
2001/11/05,9.7,1986-2005,CanESM2
2001/11/06,10.21,1986-2005,CanESM2
2001/11/07,3.97,1986-2005,CanESM2
2001/11/08,0.98,1986-2005,CanESM2
2001/11/09,4.09,1986-2005,CanESM2
2001/11/10,5.22,1986-2005,CanESM2
2001/11/11,5.68,1986-2005,CanESM2
2001/11/12,5.53,1986-2005,CanESM2
2001/11/13,6.57,1986-2005,CanESM2
2001/11/14,3.96,1986-2005,CanESM2
2001/11/15,6.18,1986-2005,CanESM2
2001/11/16,10.36,1986-2005,CanESM2
2001/11/17,9.01,1986-2005,CanESM2
2001/11/18,0.9,1986-2005,CanESM2
2001/11/19,1.64,1986-2005,CanESM2
2001/11/20,1.65,1986-2005,CanESM2
2001/11/21,-2.96,1986-2005,CanESM2
