"Daily Precipitation",,,
,,,
Date,Value,"Time Period","Climate Model"
2044/02/28,0.005,2040-2069,GFDL-ESM2M
2044/03/01,7.01,2040-2069,GFDL-ESM2M
2044/03/02,0.967,2040-2069,GFDL-ESM2M
2044/03/03,0.203,2040-2069,GFDL-ESM2M
2044/03/04,0.058,2040-2069,GFDL-ESM2M
2044/03/05,0,2040-2069,GFDL-ESM2M
2044/03/06,0,2040-2069,GFDL-ESM2M
2044/03/07,0,2040-2069,GFDL-ESM2M
2044/03/08,0,2040-2069,GFDL-ESM2M
2044/03/09,0,2040-2069,GFDL-ESM2M
2044/03/10,35.201,2040-2069,GFDL-ESM2M
2044/03/11,8.832,2040-2069,GFDL-ESM2M
2044/03/12,0.604,2040-2069,GFDL-ESM2M
2044/03/13,3.312,2040-2069,GFDL-ESM2M
2044/03/14,1.207,2040-2069,GFDL-ESM2M
2044/03/15,0.821,2040-2069,GFDL-ESM2M
2044/03/16,2.419,2040-2069,GFDL-ESM2M
2044/03/17,3.613,2040-2069,GFDL-ESM2M
2044/03/18,14.44,2040-2069,GFDL-ESM2M
2044/03/19,0.005,2040-2069,GFDL-ESM2M
2044/03/20,0.005,2040-2069,GFDL-ESM2M
2044/03/21,0,2040-2069,GFDL-ESM2M
2044/03/22,37.466,2040-2069,GFDL-ESM2M
2044/03/23,3.604,2040-2069,GFDL-ESM2M
2044/03/24,1.754,2040-2069,GFDL-ESM2M
2044/03/25,0.014,2040-2069,GFDL-ESM2M
2044/03/26,0.657,2040-2069,GFDL-ESM2M
2044/03/27,0.226,2040-2069,GFDL-ESM2M
2044/03/28,0.015,2040-2069,GFDL-ESM2M
2044/03/29,0.004,2040-2069,GFDL-ESM2M
2044/03/30,0.032,2040-2069,GFDL-ESM2M
2044/03/31,0.195,2040-2069,GFDL-ESM2M
2044/04/01,4.741,2040-2069,GFDL-ESM2M
2044/04/02,1.199,2040-2069,GFDL-ESM2M
2044/04/03,2.579,2040-2069,GFDL-ESM2M
2044/04/04,1.352,2040-2069,GFDL-ESM2M
2044/04/05,0.066,2040-2069,GFDL-ESM2M
2044/04/06,0.047,2040-2069,GFDL-ESM2M
2044/04/07,0.592,2040-2069,GFDL-ESM2M
2044/04/08,1.542,2040-2069,GFDL-ESM2M
2044/04/09,0.775,2040-2069,GFDL-ESM2M
2044/04/10,1.53,2040-2069,GFDL-ESM2M
2044/04/11,0.65,2040-2069,GFDL-ESM2M
2044/04/12,0.019,2040-2069,GFDL-ESM2M
2044/04/13,0.442,2040-2069,GFDL-ESM2M
2044/04/14,0.956,2040-2069,GFDL-ESM2M
2044/04/15,8.284,2040-2069,GFDL-ESM2M
2044/04/16,0.031,2040-2069,GFDL-ESM2M
2044/04/17,0.478,2040-2069,GFDL-ESM2M
2044/04/18,20.876,2040-2069,GFDL-ESM2M
2044/04/19,0.519,2040-2069,GFDL-ESM2M
2044/04/20,1.388,2040-2069,GFDL-ESM2M
2044/04/21,0.002,2040-2069,GFDL-ESM2M
2044/04/22,0,2040-2069,GFDL-ESM2M
2044/04/23,8.537,2040-2069,GFDL-ESM2M
2044/04/24,0.839,2040-2069,GFDL-ESM2M
2044/04/25,0.3,2040-2069,GFDL-ESM2M
2044/04/26,0.017,2040-2069,GFDL-ESM2M
2044/04/27,0.047,2040-2069,GFDL-ESM2M
2044/04/28,0,2040-2069,GFDL-ESM2M
2044/04/29,0,2040-2069,GFDL-ESM2M
2044/04/30,0.064,2040-2069,GFDL-ESM2M
2044/05/01,14.885,2040-2069,GFDL-ESM2M
2044/05/02,1.359,2040-2069,GFDL-ESM2M
2044/05/03,0,2040-2069,GFDL-ESM2M
2044/05/04,0,2040-2069,GFDL-ESM2M
2044/05/05,14.017,2040-2069,GFDL-ESM2M
2044/05/06,0.61,2040-2069,GFDL-ESM2M
2044/05/07,0.007,2040-2069,GFDL-ESM2M
2044/05/08,0,2040-2069,GFDL-ESM2M
2044/05/09,0,2040-2069,GFDL-ESM2M
2044/05/10,0.001,2040-2069,GFDL-ESM2M
2044/05/11,0.554,2040-2069,GFDL-ESM2M
2044/05/12,0.009,2040-2069,GFDL-ESM2M
2044/05/13,7.813,2040-2069,GFDL-ESM2M
2044/05/14,6.543,2040-2069,GFDL-ESM2M
2044/05/15,4.642,2040-2069,GFDL-ESM2M
2044/05/16,13.19,2040-2069,GFDL-ESM2M
2044/05/17,2.829,2040-2069,GFDL-ESM2M
2044/05/18,0.163,2040-2069,GFDL-ESM2M
2044/05/19,2.516,2040-2069,GFDL-ESM2M
2044/05/20,1.088,2040-2069,GFDL-ESM2M
2044/05/21,0,2040-2069,GFDL-ESM2M
2044/05/22,11.479,2040-2069,GFDL-ESM2M
2044/05/23,4.262,2040-2069,GFDL-ESM2M
2044/05/24,49.286,2040-2069,GFDL-ESM2M
2044/05/25,0,2040-2069,GFDL-ESM2M
2044/05/26,0,2040-2069,GFDL-ESM2M
2044/05/27,0,2040-2069,GFDL-ESM2M
2044/05/28,17.483,2040-2069,GFDL-ESM2M
2044/05/29,9.365,2040-2069,GFDL-ESM2M
2044/05/30,0,2040-2069,GFDL-ESM2M
2044/05/31,0.328,2040-2069,GFDL-ESM2M
2044/06/01,14.721,2040-2069,GFDL-ESM2M
2044/06/02,0.055,2040-2069,GFDL-ESM2M
2044/06/03,0.661,2040-2069,GFDL-ESM2M
2044/06/04,0.025,2040-2069,GFDL-ESM2M
2044/06/05,0,2040-2069,GFDL-ESM2M
2044/06/06,0.308,2040-2069,GFDL-ESM2M
2044/06/07,0,2040-2069,GFDL-ESM2M
2044/06/08,11.982,2040-2069,GFDL-ESM2M
2044/06/09,0.045,2040-2069,GFDL-ESM2M
2044/06/10,0.047,2040-2069,GFDL-ESM2M
2044/06/11,0.731,2040-2069,GFDL-ESM2M
2044/06/12,4.886,2040-2069,GFDL-ESM2M
2044/06/13,0.005,2040-2069,GFDL-ESM2M
2044/06/14,0,2040-2069,GFDL-ESM2M
2044/06/15,5.756,2040-2069,GFDL-ESM2M
2044/06/16,5.499,2040-2069,GFDL-ESM2M
2044/06/17,2.961,2040-2069,GFDL-ESM2M
2044/06/18,0,2040-2069,GFDL-ESM2M
2044/06/19,45.851,2040-2069,GFDL-ESM2M
2044/06/20,5.486,2040-2069,GFDL-ESM2M
2044/06/21,0.404,2040-2069,GFDL-ESM2M
2044/06/22,3.083,2040-2069,GFDL-ESM2M
2044/06/23,1.977,2040-2069,GFDL-ESM2M
2044/06/24,4.743,2040-2069,GFDL-ESM2M
2044/06/25,0.321,2040-2069,GFDL-ESM2M
2044/06/26,0.447,2040-2069,GFDL-ESM2M
2044/06/27,5.793,2040-2069,GFDL-ESM2M
2044/06/28,3.364,2040-2069,GFDL-ESM2M
2044/06/29,0.019,2040-2069,GFDL-ESM2M
2044/06/30,0.008,2040-2069,GFDL-ESM2M
2044/07/01,0,2040-2069,GFDL-ESM2M
2044/07/02,0.278,2040-2069,GFDL-ESM2M
2044/07/03,0.039,2040-2069,GFDL-ESM2M
2044/07/04,4.986,2040-2069,GFDL-ESM2M
2044/07/05,1.145,2040-2069,GFDL-ESM2M
2044/07/06,20.775,2040-2069,GFDL-ESM2M
2044/07/07,0.734,2040-2069,GFDL-ESM2M
2044/07/08,0.848,2040-2069,GFDL-ESM2M
2044/07/09,0.233,2040-2069,GFDL-ESM2M
2044/07/10,0,2040-2069,GFDL-ESM2M
2044/07/11,0,2040-2069,GFDL-ESM2M
2044/07/12,10.988,2040-2069,GFDL-ESM2M
2044/07/13,0.801,2040-2069,GFDL-ESM2M
2044/07/14,10.288,2040-2069,GFDL-ESM2M
2044/07/15,0.028,2040-2069,GFDL-ESM2M
2044/07/16,2.806,2040-2069,GFDL-ESM2M
2044/07/17,0.255,2040-2069,GFDL-ESM2M
2044/07/18,0.05,2040-2069,GFDL-ESM2M
2044/07/19,0,2040-2069,GFDL-ESM2M
2044/07/20,0.003,2040-2069,GFDL-ESM2M
2044/07/21,0.555,2040-2069,GFDL-ESM2M
2044/07/22,0.001,2040-2069,GFDL-ESM2M
2044/07/23,0,2040-2069,GFDL-ESM2M
2044/07/24,6.396,2040-2069,GFDL-ESM2M
2044/07/25,0,2040-2069,GFDL-ESM2M
2044/07/26,7.839,2040-2069,GFDL-ESM2M
2044/07/27,0,2040-2069,GFDL-ESM2M
2044/07/28,0,2040-2069,GFDL-ESM2M
2044/07/29,0,2040-2069,GFDL-ESM2M
2044/07/30,2.104,2040-2069,GFDL-ESM2M
2044/07/31,24.106,2040-2069,GFDL-ESM2M
2044/08/01,8.819,2040-2069,GFDL-ESM2M
2044/08/02,35.381,2040-2069,GFDL-ESM2M
2044/08/03,0.22,2040-2069,GFDL-ESM2M
2044/08/04,0,2040-2069,GFDL-ESM2M
2044/08/05,0,2040-2069,GFDL-ESM2M
2044/08/06,0,2040-2069,GFDL-ESM2M
2044/08/07,0.499,2040-2069,GFDL-ESM2M
2044/08/08,0,2040-2069,GFDL-ESM2M
2044/08/09,4.182,2040-2069,GFDL-ESM2M
2044/08/10,12.194,2040-2069,GFDL-ESM2M
2044/08/11,0.356,2040-2069,GFDL-ESM2M
2044/08/12,0,2040-2069,GFDL-ESM2M
2044/08/13,0,2040-2069,GFDL-ESM2M
2044/08/14,3.172,2040-2069,GFDL-ESM2M
2044/08/15,0.531,2040-2069,GFDL-ESM2M
2044/08/16,0,2040-2069,GFDL-ESM2M
2044/08/17,0.16,2040-2069,GFDL-ESM2M
2044/08/18,59.063,2040-2069,GFDL-ESM2M
2044/08/19,0.002,2040-2069,GFDL-ESM2M
2044/08/20,0.002,2040-2069,GFDL-ESM2M
2044/08/21,4.725,2040-2069,GFDL-ESM2M
2044/08/22,6.315,2040-2069,GFDL-ESM2M
2044/08/23,1.635,2040-2069,GFDL-ESM2M
2044/08/24,0.003,2040-2069,GFDL-ESM2M
2044/08/25,3.494,2040-2069,GFDL-ESM2M
2044/08/26,0.254,2040-2069,GFDL-ESM2M
2044/08/27,0,2040-2069,GFDL-ESM2M
2044/08/28,15.955,2040-2069,GFDL-ESM2M
2044/08/29,2.932,2040-2069,GFDL-ESM2M
2044/08/30,10.818,2040-2069,GFDL-ESM2M
2044/08/31,0.004,2040-2069,GFDL-ESM2M
2044/09/01,0,2040-2069,GFDL-ESM2M
2044/09/02,0,2040-2069,GFDL-ESM2M
2044/09/03,11.15,2040-2069,GFDL-ESM2M
2044/09/04,13.607,2040-2069,GFDL-ESM2M
2044/09/05,9.402,2040-2069,GFDL-ESM2M
2044/09/06,2.027,2040-2069,GFDL-ESM2M
2044/09/07,0.453,2040-2069,GFDL-ESM2M
2044/09/08,0.004,2040-2069,GFDL-ESM2M
2044/09/09,2.034,2040-2069,GFDL-ESM2M
2044/09/10,0,2040-2069,GFDL-ESM2M
2044/09/11,0.87,2040-2069,GFDL-ESM2M
2044/09/12,50.636,2040-2069,GFDL-ESM2M
2044/09/13,7.807,2040-2069,GFDL-ESM2M
2044/09/14,7.146,2040-2069,GFDL-ESM2M
2044/09/15,23.328,2040-2069,GFDL-ESM2M
2044/09/16,52.47,2040-2069,GFDL-ESM2M
2044/09/17,0.144,2040-2069,GFDL-ESM2M
2044/09/18,0.049,2040-2069,GFDL-ESM2M
2044/09/19,45.437,2040-2069,GFDL-ESM2M
2044/09/20,0.103,2040-2069,GFDL-ESM2M
2044/09/21,3.535,2040-2069,GFDL-ESM2M
2044/09/22,0.668,2040-2069,GFDL-ESM2M
2044/09/23,0.763,2040-2069,GFDL-ESM2M
2044/09/24,0.228,2040-2069,GFDL-ESM2M
2044/09/25,0.012,2040-2069,GFDL-ESM2M
2044/09/26,0,2040-2069,GFDL-ESM2M
2044/09/27,0.058,2040-2069,GFDL-ESM2M
2044/09/28,21.168,2040-2069,GFDL-ESM2M
2044/09/29,4.477,2040-2069,GFDL-ESM2M
2044/09/30,22.682,2040-2069,GFDL-ESM2M
2044/10/01,0.041,2040-2069,GFDL-ESM2M
2044/10/02,0.016,2040-2069,GFDL-ESM2M
2044/10/03,3.718,2040-2069,GFDL-ESM2M
2044/10/04,0.269,2040-2069,GFDL-ESM2M
2044/10/05,0.069,2040-2069,GFDL-ESM2M
2044/10/06,0.506,2040-2069,GFDL-ESM2M
2044/10/07,0,2040-2069,GFDL-ESM2M
2044/10/08,3.106,2040-2069,GFDL-ESM2M
2044/10/09,0.097,2040-2069,GFDL-ESM2M
2044/10/10,0.558,2040-2069,GFDL-ESM2M
2044/10/11,0.09,2040-2069,GFDL-ESM2M
2044/10/12,0,2040-2069,GFDL-ESM2M
2044/10/13,3.338,2040-2069,GFDL-ESM2M
2044/10/14,0.314,2040-2069,GFDL-ESM2M
2044/10/15,1.979,2040-2069,GFDL-ESM2M
2044/10/16,0.052,2040-2069,GFDL-ESM2M
2044/10/17,3.002,2040-2069,GFDL-ESM2M
2044/10/18,0.805,2040-2069,GFDL-ESM2M
2044/10/19,0.423,2040-2069,GFDL-ESM2M
2044/10/20,0.514,2040-2069,GFDL-ESM2M
2044/10/21,7.633,2040-2069,GFDL-ESM2M
2044/10/22,2.041,2040-2069,GFDL-ESM2M
2044/10/23,1.833,2040-2069,GFDL-ESM2M
2044/10/24,0,2040-2069,GFDL-ESM2M
2044/10/25,4.403,2040-2069,GFDL-ESM2M
2044/10/26,3.696,2040-2069,GFDL-ESM2M
2044/10/27,1.897,2040-2069,GFDL-ESM2M
2044/10/28,0.389,2040-2069,GFDL-ESM2M
2044/10/29,1.032,2040-2069,GFDL-ESM2M
2044/10/30,0.015,2040-2069,GFDL-ESM2M
2044/10/31,1.337,2040-2069,GFDL-ESM2M
2044/11/01,0.205,2040-2069,GFDL-ESM2M
2044/11/02,0.031,2040-2069,GFDL-ESM2M
2044/11/03,0.167,2040-2069,GFDL-ESM2M
2044/11/04,2.878,2040-2069,GFDL-ESM2M
2044/11/05,0.006,2040-2069,GFDL-ESM2M
2044/11/06,0.769,2040-2069,GFDL-ESM2M
2044/11/07,0.019,2040-2069,GFDL-ESM2M
2044/11/08,0.001,2040-2069,GFDL-ESM2M
2044/11/09,0.001,2040-2069,GFDL-ESM2M
2044/11/10,0,2040-2069,GFDL-ESM2M
2044/11/11,2.752,2040-2069,GFDL-ESM2M
2044/11/12,0.487,2040-2069,GFDL-ESM2M
2044/11/13,0,2040-2069,GFDL-ESM2M
2044/11/14,0.207,2040-2069,GFDL-ESM2M
2044/11/15,1.611,2040-2069,GFDL-ESM2M
2044/11/16,3.139,2040-2069,GFDL-ESM2M
2044/11/17,1.228,2040-2069,GFDL-ESM2M
2044/11/18,0,2040-2069,GFDL-ESM2M
2044/11/19,1.805,2040-2069,GFDL-ESM2M
2044/11/20,0.034,2040-2069,GFDL-ESM2M
2044/11/21,3.232,2040-2069,GFDL-ESM2M
2044/11/22,0.401,2040-2069,GFDL-ESM2M
2044/11/23,0.041,2040-2069,GFDL-ESM2M
2044/11/24,0.001,2040-2069,GFDL-ESM2M
2044/11/25,5.685,2040-2069,GFDL-ESM2M
2044/11/26,5.103,2040-2069,GFDL-ESM2M
2044/11/27,0,2040-2069,GFDL-ESM2M
2044/11/28,0.001,2040-2069,GFDL-ESM2M
2044/11/29,7.194,2040-2069,GFDL-ESM2M
2044/11/30,2.866,2040-2069,GFDL-ESM2M
2044/12/01,0.038,2040-2069,GFDL-ESM2M
2044/12/02,0.055,2040-2069,GFDL-ESM2M
2044/12/03,3.489,2040-2069,GFDL-ESM2M
2044/12/04,0.09,2040-2069,GFDL-ESM2M
2044/12/05,0,2040-2069,GFDL-ESM2M
2044/12/06,4.271,2040-2069,GFDL-ESM2M
2044/12/07,18.469,2040-2069,GFDL-ESM2M
2044/12/08,0.165,2040-2069,GFDL-ESM2M
2044/12/09,0.153,2040-2069,GFDL-ESM2M
2044/12/10,0.036,2040-2069,GFDL-ESM2M
2044/12/11,0,2040-2069,GFDL-ESM2M
2044/12/12,0.097,2040-2069,GFDL-ESM2M
2044/12/13,1.94,2040-2069,GFDL-ESM2M
2044/12/14,0.669,2040-2069,GFDL-ESM2M
2044/12/15,0.007,2040-2069,GFDL-ESM2M
2044/12/16,0.173,2040-2069,GFDL-ESM2M
2044/12/17,0,2040-2069,GFDL-ESM2M
2044/12/18,0.032,2040-2069,GFDL-ESM2M
2044/12/19,3.244,2040-2069,GFDL-ESM2M
2044/12/20,9.657,2040-2069,GFDL-ESM2M
2044/12/21,1.321,2040-2069,GFDL-ESM2M
2044/12/22,0.408,2040-2069,GFDL-ESM2M
2044/12/23,0.008,2040-2069,GFDL-ESM2M
2044/12/24,0.46,2040-2069,GFDL-ESM2M
2044/12/25,1.629,2040-2069,GFDL-ESM2M
2044/12/26,0.303,2040-2069,GFDL-ESM2M
2044/12/27,0.34,2040-2069,GFDL-ESM2M
2044/12/28,0.001,2040-2069,GFDL-ESM2M
2044/12/29,2.476,2040-2069,GFDL-ESM2M
2044/12/30,0.254,2040-2069,GFDL-ESM2M
2044/12/31,0.007,2040-2069,GFDL-ESM2M
2045/01/01,0.144,2040-2069,GFDL-ESM2M
2045/01/02,1.586,2040-2069,GFDL-ESM2M
2045/01/03,0.011,2040-2069,GFDL-ESM2M
2045/01/04,0.445,2040-2069,GFDL-ESM2M
2045/01/05,0.008,2040-2069,GFDL-ESM2M
2045/01/06,0.002,2040-2069,GFDL-ESM2M
2045/01/07,0,2040-2069,GFDL-ESM2M
2045/01/08,7.751,2040-2069,GFDL-ESM2M
2045/01/09,0.021,2040-2069,GFDL-ESM2M
2045/01/10,0.086,2040-2069,GFDL-ESM2M
2045/01/11,0.289,2040-2069,GFDL-ESM2M
2045/01/12,2.617,2040-2069,GFDL-ESM2M
2045/01/13,0.385,2040-2069,GFDL-ESM2M
2045/01/14,0.002,2040-2069,GFDL-ESM2M
2045/01/15,0.213,2040-2069,GFDL-ESM2M
2045/01/16,0.637,2040-2069,GFDL-ESM2M
2045/01/17,1.454,2040-2069,GFDL-ESM2M
2045/01/18,0.168,2040-2069,GFDL-ESM2M
2045/01/19,0.01,2040-2069,GFDL-ESM2M
2045/01/20,0.015,2040-2069,GFDL-ESM2M
2045/01/21,0.028,2040-2069,GFDL-ESM2M
2045/01/22,11.522,2040-2069,GFDL-ESM2M
2045/01/23,2.246,2040-2069,GFDL-ESM2M
2045/01/24,1.232,2040-2069,GFDL-ESM2M
2045/01/25,0,2040-2069,GFDL-ESM2M
2045/01/26,1.399,2040-2069,GFDL-ESM2M
2045/01/27,0.975,2040-2069,GFDL-ESM2M
2045/01/28,0.025,2040-2069,GFDL-ESM2M
2045/01/29,0.075,2040-2069,GFDL-ESM2M
2045/01/30,0.508,2040-2069,GFDL-ESM2M
2045/01/31,1.223,2040-2069,GFDL-ESM2M
2045/02/01,0.518,2040-2069,GFDL-ESM2M
2045/02/02,0.034,2040-2069,GFDL-ESM2M
2045/02/03,0.004,2040-2069,GFDL-ESM2M
2045/02/04,0,2040-2069,GFDL-ESM2M
2045/02/05,1.201,2040-2069,GFDL-ESM2M
2045/02/06,0.141,2040-2069,GFDL-ESM2M
2045/02/07,0,2040-2069,GFDL-ESM2M
2045/02/08,0,2040-2069,GFDL-ESM2M
2045/02/09,0,2040-2069,GFDL-ESM2M
2045/02/10,0,2040-2069,GFDL-ESM2M
2045/02/11,3.171,2040-2069,GFDL-ESM2M
2045/02/12,4.928,2040-2069,GFDL-ESM2M
2045/02/13,14.618,2040-2069,GFDL-ESM2M
2045/02/14,1.085,2040-2069,GFDL-ESM2M
2045/02/15,1.197,2040-2069,GFDL-ESM2M
2045/02/16,0.059,2040-2069,GFDL-ESM2M
2045/02/17,1.442,2040-2069,GFDL-ESM2M
2045/02/18,0.363,2040-2069,GFDL-ESM2M
2045/02/19,0.094,2040-2069,GFDL-ESM2M
2045/02/20,4.622,2040-2069,GFDL-ESM2M
2045/02/21,3.273,2040-2069,GFDL-ESM2M
2045/02/22,0.126,2040-2069,GFDL-ESM2M
2045/02/23,0.02,2040-2069,GFDL-ESM2M
2045/02/24,0.074,2040-2069,GFDL-ESM2M
2045/02/25,0.025,2040-2069,GFDL-ESM2M
2045/02/26,0.536,2040-2069,GFDL-ESM2M
2045/02/27,0.168,2040-2069,GFDL-ESM2M
2045/02/28,0.442,2040-2069,GFDL-ESM2M
2045/03/01,72.545,2040-2069,GFDL-ESM2M
2045/03/02,36.431,2040-2069,GFDL-ESM2M
2045/03/03,0.058,2040-2069,GFDL-ESM2M
2045/03/04,0.037,2040-2069,GFDL-ESM2M
2045/03/05,0,2040-2069,GFDL-ESM2M
2045/03/06,14.186,2040-2069,GFDL-ESM2M
2045/03/07,5.66,2040-2069,GFDL-ESM2M
2045/03/08,3.914,2040-2069,GFDL-ESM2M
2045/03/09,0.305,2040-2069,GFDL-ESM2M
2045/03/10,0.847,2040-2069,GFDL-ESM2M
2045/03/11,0.01,2040-2069,GFDL-ESM2M
2045/03/12,0.027,2040-2069,GFDL-ESM2M
2045/03/13,5.188,2040-2069,GFDL-ESM2M
2045/03/14,1.395,2040-2069,GFDL-ESM2M
2045/03/15,1.824,2040-2069,GFDL-ESM2M
2045/03/16,1.649,2040-2069,GFDL-ESM2M
2045/03/17,0,2040-2069,GFDL-ESM2M
2045/03/18,0.03,2040-2069,GFDL-ESM2M
2045/03/19,0.005,2040-2069,GFDL-ESM2M
2045/03/20,0,2040-2069,GFDL-ESM2M
2045/03/21,0.819,2040-2069,GFDL-ESM2M
2045/03/22,0,2040-2069,GFDL-ESM2M
2045/03/23,0,2040-2069,GFDL-ESM2M
2045/03/24,58.438,2040-2069,GFDL-ESM2M
2045/03/25,5.597,2040-2069,GFDL-ESM2M
2045/03/26,0.051,2040-2069,GFDL-ESM2M
2045/03/27,6.731,2040-2069,GFDL-ESM2M
2045/03/28,0.471,2040-2069,GFDL-ESM2M
2045/03/29,0,2040-2069,GFDL-ESM2M
2045/03/30,0,2040-2069,GFDL-ESM2M
2045/03/31,0.028,2040-2069,GFDL-ESM2M
2045/04/01,22.152,2040-2069,GFDL-ESM2M
2045/04/02,0.049,2040-2069,GFDL-ESM2M
2045/04/03,0.008,2040-2069,GFDL-ESM2M
2045/04/04,29.302,2040-2069,GFDL-ESM2M
2045/04/05,13.15,2040-2069,GFDL-ESM2M
2045/04/06,1.825,2040-2069,GFDL-ESM2M
2045/04/07,1.393,2040-2069,GFDL-ESM2M
2045/04/08,0.463,2040-2069,GFDL-ESM2M
2045/04/09,0.015,2040-2069,GFDL-ESM2M
2045/04/10,2.823,2040-2069,GFDL-ESM2M
2045/04/11,2.534,2040-2069,GFDL-ESM2M
2045/04/12,7.873,2040-2069,GFDL-ESM2M
2045/04/13,0.004,2040-2069,GFDL-ESM2M
2045/04/14,0.051,2040-2069,GFDL-ESM2M
2045/04/15,0.92,2040-2069,GFDL-ESM2M
2045/04/16,0.65,2040-2069,GFDL-ESM2M
2045/04/17,0.163,2040-2069,GFDL-ESM2M
2045/04/18,0.539,2040-2069,GFDL-ESM2M
2045/04/19,0.008,2040-2069,GFDL-ESM2M
2045/04/20,0.001,2040-2069,GFDL-ESM2M
2045/04/21,0.146,2040-2069,GFDL-ESM2M
2045/04/22,0,2040-2069,GFDL-ESM2M
2045/04/23,24.042,2040-2069,GFDL-ESM2M
2045/04/24,11.854,2040-2069,GFDL-ESM2M
2045/04/25,5.91,2040-2069,GFDL-ESM2M
2045/04/26,1.905,2040-2069,GFDL-ESM2M
2045/04/27,0,2040-2069,GFDL-ESM2M
2045/04/28,0,2040-2069,GFDL-ESM2M
2045/04/29,0,2040-2069,GFDL-ESM2M
2045/04/30,2.447,2040-2069,GFDL-ESM2M
2045/05/01,0,2040-2069,GFDL-ESM2M
2045/05/02,28.576,2040-2069,GFDL-ESM2M
2045/05/03,2.36,2040-2069,GFDL-ESM2M
2045/05/04,1.4,2040-2069,GFDL-ESM2M
2045/05/05,1.303,2040-2069,GFDL-ESM2M
2045/05/06,1.552,2040-2069,GFDL-ESM2M
2045/05/07,2.929,2040-2069,GFDL-ESM2M
2045/05/08,0.606,2040-2069,GFDL-ESM2M
2045/05/09,0.34,2040-2069,GFDL-ESM2M
2045/05/10,0.011,2040-2069,GFDL-ESM2M
2045/05/11,0,2040-2069,GFDL-ESM2M
2045/05/12,1.614,2040-2069,GFDL-ESM2M
2045/05/13,2.549,2040-2069,GFDL-ESM2M
2045/05/14,1.108,2040-2069,GFDL-ESM2M
2045/05/15,9.297,2040-2069,GFDL-ESM2M
2045/05/16,0.338,2040-2069,GFDL-ESM2M
2045/05/17,10.916,2040-2069,GFDL-ESM2M
2045/05/18,9.088,2040-2069,GFDL-ESM2M
2045/05/19,0.369,2040-2069,GFDL-ESM2M
2045/05/20,0,2040-2069,GFDL-ESM2M
2045/05/21,0.413,2040-2069,GFDL-ESM2M
2045/05/22,13.258,2040-2069,GFDL-ESM2M
2045/05/23,0.366,2040-2069,GFDL-ESM2M
2045/05/24,0,2040-2069,GFDL-ESM2M
2045/05/25,1.568,2040-2069,GFDL-ESM2M
2045/05/26,12.571,2040-2069,GFDL-ESM2M
2045/05/27,1.043,2040-2069,GFDL-ESM2M
2045/05/28,0.898,2040-2069,GFDL-ESM2M
2045/05/29,0.096,2040-2069,GFDL-ESM2M
2045/05/30,0.062,2040-2069,GFDL-ESM2M
2045/05/31,11.014,2040-2069,GFDL-ESM2M
2045/06/01,13.637,2040-2069,GFDL-ESM2M
2045/06/02,0.269,2040-2069,GFDL-ESM2M
2045/06/03,0.881,2040-2069,GFDL-ESM2M
2045/06/04,0,2040-2069,GFDL-ESM2M
2045/06/05,2.86,2040-2069,GFDL-ESM2M
2045/06/06,4.174,2040-2069,GFDL-ESM2M
2045/06/07,0.492,2040-2069,GFDL-ESM2M
2045/06/08,19.03,2040-2069,GFDL-ESM2M
2045/06/09,5.399,2040-2069,GFDL-ESM2M
2045/06/10,1.193,2040-2069,GFDL-ESM2M
2045/06/11,0.088,2040-2069,GFDL-ESM2M
2045/06/12,0.008,2040-2069,GFDL-ESM2M
2045/06/13,1.492,2040-2069,GFDL-ESM2M
2045/06/14,0,2040-2069,GFDL-ESM2M
2045/06/15,0,2040-2069,GFDL-ESM2M
2045/06/16,1.865,2040-2069,GFDL-ESM2M
2045/06/17,0.288,2040-2069,GFDL-ESM2M
2045/06/18,0,2040-2069,GFDL-ESM2M
2045/06/19,0.069,2040-2069,GFDL-ESM2M
2045/06/20,0,2040-2069,GFDL-ESM2M
2045/06/21,1.154,2040-2069,GFDL-ESM2M
2045/06/22,14.851,2040-2069,GFDL-ESM2M
2045/06/23,6.573,2040-2069,GFDL-ESM2M
2045/06/24,0.833,2040-2069,GFDL-ESM2M
2045/06/25,0.834,2040-2069,GFDL-ESM2M
2045/06/26,1.986,2040-2069,GFDL-ESM2M
2045/06/27,0.15,2040-2069,GFDL-ESM2M
2045/06/28,8.184,2040-2069,GFDL-ESM2M
2045/06/29,2.236,2040-2069,GFDL-ESM2M
2045/06/30,0.12,2040-2069,GFDL-ESM2M
2045/07/01,0.782,2040-2069,GFDL-ESM2M
2045/07/02,0.006,2040-2069,GFDL-ESM2M
2045/07/03,2.278,2040-2069,GFDL-ESM2M
2045/07/04,0.004,2040-2069,GFDL-ESM2M
2045/07/05,4.788,2040-2069,GFDL-ESM2M
2045/07/06,1.704,2040-2069,GFDL-ESM2M
2045/07/07,0.097,2040-2069,GFDL-ESM2M
2045/07/08,4.046,2040-2069,GFDL-ESM2M
2045/07/09,0,2040-2069,GFDL-ESM2M
2045/07/10,0.543,2040-2069,GFDL-ESM2M
2045/07/11,53.722,2040-2069,GFDL-ESM2M
2045/07/12,0.491,2040-2069,GFDL-ESM2M
2045/07/13,1.573,2040-2069,GFDL-ESM2M
2045/07/14,0.128,2040-2069,GFDL-ESM2M
2045/07/15,1.752,2040-2069,GFDL-ESM2M
2045/07/16,0.292,2040-2069,GFDL-ESM2M
